keyword,owner,repo_name,stars,forks_count,issue_count,network_count,subscribers_count,watchers_count,description,topics
Typescript,angular,angular-cli,25034,11798,268,11798,1072,25034,CLI tool for Angular,"angular,cli,angular-cli,typescript"
Typescript,niklasvh,html2canvas,24651,4149,742,4149,515,24651,Screenshots with JavaScript,"javascript,screenshot,dom"
Typescript,excalidraw,excalidraw,24511,1841,463,1841,228,24511,Virtual whiteboard for sketching hand-drawn like diagrams,"productivity,collaboration,diagrams,drawing,whiteboard,hacktoberfest"
Typescript,cheeriojs,cheerio,24474,1496,16,1496,376,24474,"Fast, flexible, and lean implementation of core jQuery designed specifically for the server.","cheerio,jquery,htmlparser2,dom,htmlparser,selector,scraper,parser,html"
Typescript,mobxjs,mobx,24444,1602,14,1602,387,24444,"Simple, scalable state management.","mobx,reactive-programming,react,typescript,javascript"
Typescript,react-hook-form,react-hook-form,23927,1140,9,1140,163,23927,📋 React Hooks for forms validation (Web + React Native),"form,form-validation,typescript,react,react-hooks,forms,validation,custom-hooks,hooks,react-native,form-builder"
Typescript,JedWatson,react-select,23621,3809,164,3809,232,23621,The Select Component for React.js,
Typescript,tannerlinsley,react-query,23589,1200,31,1200,169,23589,"⚛️ Hooks for fetching, caching and updating asynchronous data in React","react,hooks,fetch,cache,async,rest,graphql,data,query,stale,stale-while-revalidate,update"
Typescript,akveo,ngx-admin,23189,7374,437,7374,922,23189,Customizable admin dashboard template based on Angular 10+,"webpack,bootstrap4,admin,admin-dashboard,dashboard,framework,typescript,responsive,sass,ng2,admin-ui,angular2,ng2-admin,ngx-admin,theme,admin-template,material-theme,angular9,angular-dashboard-template,angular10"
Typescript,ianstormtaylor,slate,22723,2508,410,2508,308,22723,A completely customizable framework for building rich text editors. (Currently in beta.),"editor,browser,react,rich-text,framework,slate,javascript,text-editor"
Typescript,angular,components,22258,5896,2045,5896,973,22258,Component infrastructure and Material Design components for Angular,"angular,material-design,material,angular-components"
Typescript,doczjs,docz,21918,1390,94,1390,186,21918,✍ It has never been so easy to document your things!,"docs,documentation,js,react,zero-configuration,ui,design-system,gatsby,mdx,docz,theme"
Typescript,t4t5,sweetalert,21833,2897,171,2897,474,21833,"A beautiful replacement for JavaScript's ""alert""","modal,sweetalert,javascript,popup,dialog,alert,ui"
Typescript,chakra-ui,chakra-ui,21825,1857,136,1857,181,21825,"⚡️ Simple, Modular & Accessible UI Components for your React Applications","chakra-ui,react,uikit,react-components,accessible,a11y,wai-aria,reactjs,dark-mode,ui-components,ui-library"
Typescript,pmndrs,react-spring,21667,931,44,931,196,21667,✌️ A spring physics based React animation library,"animation-library,spring-physics,react,springs,react-spring"
Typescript,balena-io,etcher,21624,1514,306,1514,425,21624,"Flash OS images to SD cards & USB drives, safely and easily.","etcher,sd-cards,cross-platform,usb-drives"
Typescript,react-native-elements,react-native-elements,21585,4290,113,4290,382,21585,Cross-Platform React Native UI Toolkit,"ui-components,react-native,ios,android,react,ui,mobile-app,hacktoberfest"
Typescript,reduxjs,react-redux,21516,3129,36,3129,430,21516,Official React bindings for Redux,"react,redux"
Typescript,supabase,supabase,21440,1106,165,1106,288,21440,The open source Firebase alternative. Follow to stay updated about our public Beta.,"firebase,supabase,realtime,postgrest,postgres,postgresql,websockets"
Typescript,vuejs,devtools,21200,3492,351,3492,506,21200,⚙️ Browser devtools extension for debugging Vue.js applications.,
Typescript,kriasoft,react-starter-kit,21014,4097,6,4097,562,21014,"React Starter Kit — front-end starter kit using React, Relay, GraphQL, and JAM stack architecture","react,javascript,graphql,boilerplate,reactjs,webpack,babel,nodejs,ssr,starter-kit,typescript,template,relay,cloudflare,serverless,cdn,webpack5,scaffolding,hackathon,material-ui"
Typescript,NativeScript,NativeScript,20632,1533,899,1533,693,20632,"NativeScript empowers you to access native platform APIs from JavaScript directly. Angular, Capacitor, Ionic, React, Svelte, Vue and you name it compatible.","nativescript,android,ios,angular,vue,typescript,javascript,cross-platform,react,svelte,capacitor,ionic,hacktoberfest"
Typescript,react-navigation,react-navigation,20526,4434,455,4434,328,20526,Routing and navigation for your React Native apps,"react,react-native,react-navigation,navigation,hacktoberfest"
Typescript,conwnet,github1s,20353,668,47,668,107,20353,One second to read GitHub code with VS Code.,hacktoberfest
Typescript,Eugeny,tabby,19874,960,545,960,290,19874,A terminal for a more modern age (formerly Terminus),"terminal-emulators,terminal,typescript,electron,angular"
Typescript,vercel,swr,19767,727,61,727,156,19767,React Hooks for data fetching,"react,hook,data-fetching,zeit,swr,suspense,react-native,fetch,vercel,stale-while-revalidate,typescript,hooks,nextjs"
Typescript,railsware,upterm,19460,656,220,656,409,19460,A terminal emulator for the 21st century.,"tty,terminal,terminal-emulators,console,pty,typescript,electron,react,terminals,shell"
Typescript,felixrieseberg,windows95,18991,1152,120,1152,456,18991,"💩🚀 Windows 95 in Electron. Runs on macOS, Linux, and Windows.",
Typescript,homebridge,homebridge,18779,1842,23,1842,673,18779,HomeKit support for the impatient,"homebridge,homekit-api,siri,homekit,hap,homekit-accessory-protocol,homekit-bridge"
Typescript,n8n-io,n8n,18691,1854,139,1854,245,18691,Free and open fair-code licensed node based Workflow Automation Tool. Easily automate tasks across different services.,"automation,automated,iaas,ipaas,n8n,workflow,typescript,node,self-hosted,integrations,workflow-automation,cli,development,docker,low-code,low-code-plattform,low-code-development-platform,data-flow,integration-framework,apis"
Typescript,notable,notable,18625,932,575,932,199,18625,The Markdown-based note-taking app that doesn't suck.,"electron,react,note,markdown,cross-platform,mac,linux,windows"
Typescript,youzan,vant,18570,9069,24,9069,375,18570,Lightweight Mobile UI Components built on Vue,"vue,mobile,components,vant,vue3,ui-library,ui-kit"
Typescript,electron-react-boilerplate,electron-react-boilerplate,18491,3048,62,3048,293,18491,A Foundation for Scalable Cross-Platform Apps,"electron,boilerplate,react,webpack,babel,jest,eslint,hmr,starter-kit,typescript,javascript,cross-platform"
Typescript,reduxjs,reselect,18310,660,15,660,168,18310,Selector library for Redux,"memoized-selectors,redux"
Typescript,palantir,blueprint,18275,1920,639,1920,453,18275,A React-based UI toolkit for the web,"react,components,typescript,lerna,design,system,ui,toolkit,table,sass,blueprint,octo-correct-managed"
Typescript,marmelab,react-admin,18216,3996,154,3996,273,18216,"A frontend Framework for building B2B applications running in the browser on top of REST/GraphQL APIs, using ES6, React and Material Design","material-ui,react,frontend-framework,rest,admin,admin-dashboard,single-page-app,admin-on-rest,react-admin,reactjs,admin-ui"
Typescript,graphql,graphql-js,18095,1888,179,1888,403,18095,A reference implementation of GraphQL for JavaScript,"graphql,graphql-js"
Typescript,statelyai,xstate,17855,810,228,810,186,17855,State machines and statecharts for the modern web.,"state-machine,statechart,interpreter,visualizer,scxml,state,state-management,workflow,orchestration,hacktoberfest"
Typescript,neoclide,coc.nvim,17847,720,48,720,142,17847,"Nodejs extension host for vim & neovim, load extensions like VSCode and host language servers.","autocompletion,language-client,lsp,vim-plugin,neovim-plugin,nvim,vim"
Typescript,wenyan-lang,wenyan,17745,1033,176,1033,256,17745,文言文編程語言 A programming language for the ancient Chinese.,"programming-language,classical-chinese,esoteric-language,wenyan-lang"
Typescript,prisma,prisma,17333,621,1543,621,164,17333,"Next-generation ORM for Node.js & TypeScript | PostgreSQL, MySQL, MariaDB, SQL Server, SQLite & MongoDB (Preview)","prisma,orm,database,typescript,javascript,nodejs,mariadb,mysql,postgresql,sqlserver,sql-server,mssql,sqlite,mongodb,mongo,prisma-client,mongodb-orm,postgres"
Typescript,recharts,recharts,17255,1313,283,1313,191,17255,Redefined chart library built with React and D3,"react,charting-library,recharts,d3"
Typescript,vadimdemedes,ink,17104,464,69,464,102,17104,🌈 React for interactive command-line apps,"react,cli,command-line,interactive,flexbox"
Typescript,apollographql,apollo-client,16930,2229,502,2229,305,16930,":rocket:  A fully-featured, production ready caching GraphQL client for every UI framework and GraphQL server.","graphql,graphql-client,typescript,apollo-client,apollographql"
Typescript,alibaba,ice,16761,1982,128,1982,461,16761,🚀 The Progressive Framework Based On React（基于 React 的渐进式研发框架）,"react,react-router,typescript,webpack,framework,icejs,ssr,serverless,vite,nodejs"
Typescript,reduxjs,redux-thunk,16759,985,0,985,187,16759,Thunk middleware for Redux,
Typescript,codex-team,editor.js,16746,1308,434,1308,215,16746,A block-styled editor with clean JSON output,"editor,wysiwyg,redactor,codex-editor,javascript,typescript,ui,json,raw-data"
Typescript,elastic,kibana,16684,6907,9261,6907,843,16684,Your window into the Elastic Stack,"kibana,elasticsearch,visualizations,metrics,observability,dashboards,hacktoberfest"
Typescript,react-dnd,react-dnd,16675,1731,274,1731,185,16675,Drag and Drop for React,"react,drag-and-drop,not-the-game"
Typescript,GeekyAnts,NativeBase,16478,2070,324,2070,269,16478,"Mobile-first, accessible components for React Native & Web to build consistent UI across Android, iOS and Web.","react-native,nativebase,ui-components,native-platforms,ios,android,react,nextjs,hacktoberfest"
Typescript,pubkey,rxdb,16450,767,8,767,233,16450,🔄 A realtime Database for JavaScript Applications,"database,nosql,json-schema,rxjs,nodejs,electron,pwa,couchdb,react-native,pouchdb,react,realtime-database,realtime,graphql,offline-first,rxdb,firebase,api,dapps,angular"
Typescript,slidevjs,slidev,16292,548,31,548,109,16292,Presentation Slides for Developers (Beta),"slides,presentation,vite,windicss,vueuse,vue"
Typescript,lensapp,lens,16165,799,634,799,241,16165,Lens - The Kubernetes IDE,"kubernetes,kubernetes-ui,kubernetes-dashboard,cloud-native,devops,containers"
Typescript,refined-github,refined-github,16087,1180,150,1180,201,16087,:octocat: Browser extension that simplifies the GitHub interface and adds useful features,"chrome-extension,github,github-extension,userstyle,firefox-addon,browser-extension"
Typescript,basarat,typescript-book,16047,2012,140,2012,301,16047,:books: The definitive guide to TypeScript and possibly the best TypeScript book :book:. Free and Open Source 🌹,"typescript,typescript-book,typescript-community,free,open-source"
Typescript,material-components,material-components-web,15861,2111,410,2111,400,15861,Modular and customizable Material Design UI components for the web,"material-components,material-design,web,css,javascript"
Typescript,eclipse-theia,theia,15769,1981,1426,1981,290,15769,Eclipse Theia is a cloud & desktop IDE framework implemented in TypeScript.,"ide,editor,language-server-protocol,electron,typescript,cloud-ide"
Typescript,ionic-team,ionicons,15709,1951,461,1951,416,15709,"Premium hand-crafted icons built by Ionic, for Ionic apps and web apps everywhere 🌎","ionicons,icons,icon-pack,iconset,ionic,stenciljs,webcomponents"
Typescript,tensorflow,tfjs,15700,1633,600,1633,332,15700,A WebGL accelerated JavaScript library for training and deploying ML models.,"deep-learning,typescript,webgl,javascript,machine-learning,neural-network,deep-neural-network,gpu-acceleration,wasm,web-assembly"
Typescript,Redocly,redoc,15594,1733,429,1733,286,15594,📘  OpenAPI/Swagger-generated API Reference Documentation,"openapi,swagger,api-documentation,documentation-tool,documentation-generator,redoc,reactjs,openapi3,hacktoberfest,openapi-specification"
Typescript,pmndrs,react-three-fiber,15549,823,39,823,168,15549,🇨🇭 A React renderer for Three.js,"react,threejs,fiber,renderer,3d,animation"
Typescript,fingerprintjs,fingerprintjs,15201,1750,11,1750,415,15201,Browser fingerprinting library with the highest accuracy and stability.,"javascript,detection,identification,fingerprint,fraud-detection,fraud,audio-fingerprinting,browser,fingerprinting,browser-fingerprint,visitor-identifier,fingerprintjs"
Typescript,BabylonJS,Babylon.js,15192,2589,77,2589,540,15192,"Babylon.js is a powerful, beautiful, simple, and open game and rendering engine packed into a friendly JavaScript framework.","webgl,webgl2,3d,game-development,webvr,babylon,webaudio,typescript,webxr,webgpu,game-engine,game-engine-3d"
Typescript,jquense,yup,15107,666,331,666,69,15107,Dead simple Object schema validation,
Typescript,ustbhuangyi,better-scroll,15063,2536,13,2536,266,15063,":scroll: inspired by iscroll, and it supports more features and has a better scroll perfermance","iscroll,mobile-web,better-performance,ios,vue,more-features"
Typescript,GoogleChromeLabs,squoosh,15034,1013,176,1013,228,15034,"Make images smaller using best-in-class codecs, right in the browser.",
Typescript,oldj,SwitchHosts,14991,1728,266,1728,365,14991,Switch hosts quickly!,"electron,hosts,hostsfile,hostseditor,switchhosts,switch-hosts"
